metadata_index,composer,title,piece_id,performance_path,score_path,file_exists,file_size_bytes,tokenization_success,error_type,error_message,num_raw_notes,num_normalized_notes,num_tokens,num_raw_cc64_events,num_pedal_tokens,num_pedal_zero,num_pedal_full,num_pedal_intermediate,pedal_zero_ratio,pedal_full_ratio,pedal_intermediate_ratio,pedal1_intermediate_ratio,pedal2_intermediate_ratio,pedal3_intermediate_ratio,pedal4_intermediate_ratio,max_sequence_tokens,requires_4096_token_windowing
519,Chopin,Etudes_op_10_1,piece_068f79291b041371,Chopin/Etudes_op_10/1/Stahievitch03.mid,Chopin/Etudes_op_10/1/midi_score.mid,True,17065,True,,,1430,1430,11440,1224,5720,580,3937,1203,0.10139860139860139,0.6882867132867133,0.2103146853146853,0.2055944055944056,0.2076923076923077,0.2125874125874126,0.2153846153846154,11440,True
520,Chopin,Etudes_op_10_1,piece_068f79291b041371,Chopin/Etudes_op_10/1/SunY03M.mid,Chopin/Etudes_op_10/1/midi_score.mid,True,11672,True,,,1386,1386,11088,849,5544,393,4622,529,0.07088744588744589,0.8336940836940837,0.09541847041847042,0.0873015873015873,0.09956709956709957,0.10101010101010101,0.09379509379509379,11088,True
521,Chopin,Etudes_op_10_1,piece_068f79291b041371,Chopin/Etudes_op_10/1/Terenkova02.mid,Chopin/Etudes_op_10/1/midi_score.mid,True,22935,True,,,1409,1409,11272,2647,5636,371,1463,3802,0.06582682753726046,0.25958126330731013,0.6745919091554294,0.6770759403832506,0.673527324343506,0.6728176011355571,0.6749467707594038,11272,True
522,Chopin,Etudes_op_10_1,piece_068f79291b041371,Chopin/Etudes_op_10/1/Tysman02.mid,Chopin/Etudes_op_10/1/midi_score.mid,True,17231,True,,,1383,1383,11064,1349,5532,280,3973,1279,0.05061460592913955,0.7181851048445409,0.2312002892263196,0.22125813449023862,0.23282718727404195,0.24005784526391902,0.2306579898770788,11064,True
523,Chopin,Etudes_op_10_1,piece_068f79291b041371,Chopin/Etudes_op_10/1/Verbaite02.mid,Chopin/Etudes_op_10/1/midi_score.mid,True,18019,True,,,1427,1427,11416,1419,5708,466,3881,1361,0.08163980378416258,0.6799229152067274,0.23843728100911002,0.24036440084092503,0.23686054660126138,0.23545900490539592,0.24106517168885774,11416,True
524,Chopin,Etudes_op_10_1,piece_068f79291b041371,Chopin/Etudes_op_10/1/YeF03M.mid,Chopin/Etudes_op_10/1/midi_score.mid,True,11714,True,,,1410,1410,11280,591,5640,342,4926,372,0.06063829787234042,0.8734042553191489,0.06595744680851064,0.07021276595744681,0.059574468085106386,0.06382978723404255,0.07021276595744681,11280,True
525,Chopin,Etudes_op_10_1,piece_068f79291b041371,Chopin/Etudes_op_10/1/YuP02M.mid,Chopin/Etudes_op_10/1/midi_score.mid,True,11389,True,,,1379,1379,11032,736,5516,510,4491,515,0.09245830311820159,0.8141769398114576,0.09336475707034082,0.09137055837563451,0.09499637418419145,0.09499637418419145,0.09209572153734591,11032,True
526,Chopin,Etudes_op_10_1,piece_068f79291b041371,Chopin/Etudes_op_10/1/Zhdanov02.mid,Chopin/Etudes_op_10/1/midi_score.mid,True,17824,True,,,1385,1385,11080,1025,5540,224,4328,988,0.04043321299638989,0.7812274368231047,0.17833935018050542,0.17833935018050542,0.18628158844765344,0.17617328519855596,0.17256317689530687,11080,True
527,Chopin,Etudes_op_10_1,piece_068f79291b041371,Chopin/Etudes_op_10/1/Zukiewicz02.mid,Chopin/Etudes_op_10/1/midi_score.mid,True,14595,True,,,1421,1421,11368,602,5684,741,4366,577,0.13036593947923997,0.7681210415200563,0.10151301900070372,0.09500351864883885,0.1055594651653765,0.10767065446868403,0.09781843771991555,11368,True
528,Chopin,Etudes_op_10_10,piece_a9b29a246d86538b,Chopin/Etudes_op_10/10/Na_2009_02.mid,Chopin/Etudes_op_10/10/midi_score.mid,True,35282,True,,,2251,2251,18008,3266,9004,295,2391,6318,0.03276321634828965,0.26554864504664594,0.7016881386050644,0.7054642381163927,0.7005775211017325,0.6996890270990671,0.7010217681030653,18008,True
529,Chopin,Etudes_op_10_10,piece_a9b29a246d86538b,Chopin/Etudes_op_10/10/WangH02M.mid,Chopin/Etudes_op_10/10/midi_score.mid,True,21038,True,,,2232,2232,17856,1498,8928,524,6614,1790,0.05869175627240143,0.7408154121863799,0.20049283154121864,0.19310035842293907,0.1975806451612903,0.20474910394265233,0.20654121863799282,17856,True
530,Chopin,Etudes_op_10_10,piece_a9b29a246d86538b,Chopin/Etudes_op_10/10/Wilshire02.mid,Chopin/Etudes_op_10/10/midi_score.mid,True,37758,True,,,2264,2264,18112,3230,9056,8,4074,4974,0.0008833922261484099,0.4498674911660777,0.5492491166077739,0.566696113074205,0.5450530035335689,0.5362190812720848,0.5490282685512368,18112,True
531,Chopin,Etudes_op_10_10,piece_a9b29a246d86538b,Chopin/Etudes_op_10/10/Yanagitani02.mid,Chopin/Etudes_op_10/10/midi_score.mid,True,28242,True,,,2243,2243,17944,1429,8972,378,7061,1533,0.04213107445385644,0.7870040124832813,0.17086491306286225,0.17253678109674542,0.17387427552385198,0.17387427552385198,0.16317432010699956,17944,True
532,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/Bult-ItoS04M.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,23186,True,,,2111,2111,16888,2629,8444,614,3643,4187,0.07271435338702037,0.4314306016106111,0.49585504500236854,0.49976314542870676,0.49407863571766936,0.48744670772145904,0.502131691141639,16888,True
533,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/Floril02.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,39740,True,,,2182,2182,17456,2950,8728,1830,2640,4258,0.20967002749770852,0.30247479376718606,0.4878551787351054,0.48716773602199814,0.4784601283226398,0.4894592117323556,0.4963336388634281,17456,True
534,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/Gintov02.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,28098,True,,,2143,2143,17144,1564,8572,732,5895,1945,0.08539430704619692,0.6877041530564629,0.2269015398973402,0.23705086327578162,0.2281847876808213,0.22071861875874943,0.2216518898740084,17144,True
535,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/Hirata02.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,34719,True,,,2121,2121,16968,2817,8484,481,3752,4251,0.0566949552098067,0.44224422442244227,0.501060820367751,0.49834983498349833,0.5035360678925035,0.5007072135785007,0.5016501650165016,16968,True
536,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/HuNY03M.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,21523,True,,,2124,2124,16992,2166,8496,1721,4553,2222,0.2025659133709981,0.5358992467043314,0.2615348399246704,0.2664783427495292,0.2589453860640301,0.2589453860640301,0.2617702448210923,16992,True
537,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/KimBenjamin04.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,21200,True,,,2158,2158,17264,1795,8632,1099,4049,3484,0.12731696014828545,0.46906858202038926,0.4036144578313253,0.4031510658016682,0.40268767377201115,0.4036144578313253,0.40500463392029656,17264,True
538,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/LuoJ08M.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,23282,True,,,2124,2124,16992,2615,8496,133,4400,3963,0.01565442561205273,0.5178907721280602,0.466454802259887,0.4665725047080979,0.4637476459510358,0.4708097928436911,0.4646892655367232,16992,True
539,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/Mordvinov04.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,26361,True,,,2141,2141,17128,3182,8564,473,2541,5550,0.05523120037365717,0.2967071461933676,0.6480616534329753,0.6487622606258757,0.6464269033162073,0.6473610462400747,0.6496964035497431,17128,True
540,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/Na_2006_02.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,23296,True,,,2125,2125,17000,2425,8500,478,4061,3961,0.05623529411764706,0.4777647058823529,0.466,0.46541176470588236,0.4672941176470588,0.4663529411764706,0.46494117647058825,17000,True
541,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/Staupe02.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,24283,True,,,2136,2136,17088,1466,8544,839,6066,1639,0.09819756554307116,0.7099719101123596,0.1918305243445693,0.20177902621722846,0.19335205992509363,0.1802434456928839,0.19194756554307116,17088,True
542,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/WuuE06M.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,21111,True,,,2089,2089,16712,2081,8356,1396,3989,2971,0.16706558161799903,0.4773815222594543,0.35555289612254665,0.3585447582575395,0.35423647678314985,0.35327908089995214,0.35615126854954526,16712,True
543,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/Yarden04.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,29432,True,,,2102,2102,16816,2252,8408,350,5202,2856,0.041627021883920076,0.6186964795432921,0.3396764985727878,0.3396764985727878,0.33824928639391055,0.3368220742150333,0.3439581351094196,16816,True
544,Chopin,Etudes_op_10_12,piece_ace29a807044d7fa,Chopin/Etudes_op_10/12/ZhangYunling02M.mid,Chopin/Etudes_op_10/12/midi_score.mid,True,21236,True,,,2134,2134,17072,2056,8536,1056,4634,2846,0.12371134020618557,0.5428772258669166,0.33341143392689787,0.33973758200562326,0.33505154639175255,0.32989690721649484,0.3289597000937207,17072,True
545,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/Hebert03M.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,11245,True,,,1391,1391,11128,650,5564,3623,1046,895,0.6511502516175414,0.18799424874191228,0.16085549964054638,0.16031631919482386,0.16462976276060387,0.16175413371675054,0.15672178289000718,11128,True
546,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/JeonH02M.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,11585,True,,,1375,1375,11000,805,5500,3621,901,978,0.6583636363636364,0.1638181818181818,0.17781818181818182,0.18254545454545454,0.1789090909090909,0.1730909090909091,0.17672727272727273,11000,True
547,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/JiaXin01.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,17480,True,,,1436,1436,11488,948,5744,2161,1903,1680,0.3762186629526462,0.33130222841225626,0.2924791086350975,0.2889972144846797,0.2924791086350975,0.2924791086350975,0.29596100278551535,11488,True
548,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/KaiRuiR06.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,14832,True,,,1422,1422,11376,563,5688,2979,25,2684,0.5237341772151899,0.004395218002812939,0.47187060478199716,0.47187060478199716,0.469760900140647,0.47257383966244726,0.4732770745428973,11376,True
549,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/Kavalerova02.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,19907,True,,,1366,1366,10928,1707,5464,241,0,5223,0.04410688140556369,0.0,0.9558931185944363,0.9553440702781845,0.9560761346998536,0.9560761346998536,0.9560761346998536,10928,True
550,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/MERJAN02.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,18797,True,,,1474,1474,11792,1519,5896,2278,105,3513,0.38636363636363635,0.01780868385345997,0.5958276797829036,0.601763907734057,0.6024423337856174,0.5915875169606513,0.587516960651289,11792,True
551,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/ParkJ02.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,14895,True,,,1367,1367,10936,623,5468,4230,30,1208,0.7735918068763716,0.005486466715435259,0.22092172640819313,0.22238478419897587,0.21872713972201902,0.22092172640819313,0.22165325530358448,10936,True
552,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/Shi01.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,15809,True,,,1373,1373,10984,712,5492,4098,347,1047,0.7461762563729061,0.06318281136198106,0.1906409322651129,0.18062636562272397,0.19519300801165332,0.19592134013109977,0.1908230152949745,10984,True
553,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/Shi02.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,16942,True,,,1360,1360,10880,1024,5440,2910,139,2391,0.5349264705882353,0.025551470588235294,0.4395220588235294,0.44191176470588234,0.4404411764705882,0.4375,0.43823529411764706,10880,True
554,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/TOIVIO02.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,17053,True,,,1410,1410,11280,1281,5640,1916,0,3724,0.3397163120567376,0.0,0.6602836879432624,0.6574468085106383,0.6638297872340425,0.6631205673758865,0.6567375886524822,11280,True
555,Chopin,Etudes_op_10_2,piece_b2856972d11a96a8,Chopin/Etudes_op_10/2/YeSijing03.mid,Chopin/Etudes_op_10/2/midi_score.mid,True,16744,True,,,1322,1322,10576,947,5288,3454,105,1729,0.653177004538578,0.01985627836611195,0.3269667170953101,0.3245083207261725,0.3358547655068079,0.3245083207261725,0.32299546142208774,10576,True
556,Chopin,Etudes_op_10_3,piece_de184aa79737ab7d,Chopin/Etudes_op_10/3/SunMeiting08.mid,Chopin/Etudes_op_10/3/midi_score.mid,True,30512,True,,,1931,1931,15448,2526,7724,467,5000,2257,0.06046090108751942,0.647332988089073,0.2922061108234076,0.29570170895908854,0.2998446400828586,0.29000517866390474,0.28327291558777834,15448,True
557,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/ADIG02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,21389,True,,,2272,2272,18176,1448,9088,3877,1836,3375,0.42660651408450706,0.20202464788732394,0.371368838028169,0.3657570422535211,0.3732394366197183,0.375,0.3714788732394366,18176,True
558,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Arciglione04.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,20674,True,,,2264,2264,18112,1637,9056,3635,2838,2583,0.40139134275618377,0.3133833922261484,0.2852252650176678,0.28533568904593637,0.2760600706713781,0.2884275618374558,0.2910777385159011,18112,True
559,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/BLINOV03.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,17998,True,,,2284,2284,18272,994,9136,5886,1807,1443,0.6442644483362522,0.19778896672504379,0.15794658493870403,0.15367775831873906,0.16112084063047286,0.16199649737302976,0.15499124343257442,18272,True
560,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Day02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,22268,True,,,2204,2204,17632,2129,8816,4431,15,4370,0.5026088929219601,0.0017014519056261343,0.4956896551724138,0.49500907441016334,0.5004537205081669,0.49500907441016334,0.4922867513611615,17632,True
561,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Duepree02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,25619,True,,,2231,2231,17848,1726,8924,5793,673,2458,0.6491483639623488,0.07541461228148812,0.27543702375616314,0.2675930076199014,0.27476467951591216,0.2828328103989243,0.2765575974899148,17848,True
562,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Duepree06M.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,21538,True,,,2239,2239,17912,1941,8956,5045,596,3315,0.5633095131755248,0.06654756587762393,0.37014292094685125,0.366681554265297,0.3760607414024118,0.3693613220187584,0.3684680661009379,17912,True
563,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Dulu02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,28874,True,,,2245,2245,17960,2515,8980,4080,527,4373,0.45434298440979953,0.05868596881959911,0.4869710467706013,0.48195991091314033,0.48552338530066813,0.4908685968819599,0.48953229398663695,17960,True
564,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/EVSTIO02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,22256,True,,,2212,2212,17696,1760,8848,3343,1007,4498,0.3778254972875226,0.11381103074141048,0.5083634719710669,0.5117540687160941,0.5072332730560579,0.5063291139240507,0.5081374321880651,17696,True
565,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Fung02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,25739,True,,,2239,2239,17912,1775,8956,2978,2652,3326,0.33251451540866456,0.296114336757481,0.3713711478338544,0.37248771773113,0.36623492630638677,0.37025457793657884,0.376507369361322,17912,True
566,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/GORDEL02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,25062,True,,,2244,2244,17952,2165,8976,2351,2161,4464,0.2619206773618538,0.24075311942959002,0.49732620320855614,0.4968805704099822,0.4964349376114082,0.4968805704099822,0.49910873440285203,17952,True
567,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/JiaRan_2009_02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,23959,True,,,2228,2228,17824,1345,8912,4645,1912,2355,0.5212073608617595,0.21454219030520646,0.2642504488330341,0.2643626570915619,0.2594254937163375,0.26481149012567323,0.26840215439856374,17824,True
568,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Katyukova02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,28932,True,,,2225,2225,17800,2291,8900,3394,1668,3838,0.38134831460674157,0.18741573033707865,0.4312359550561798,0.4310112359550562,0.4247191011235955,0.430561797752809,0.43865168539325844,17800,True
569,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Knoll03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,19733,True,,,2254,2254,18032,1388,9016,4804,2208,2004,0.5328305235137534,0.24489795918367346,0.2222715173025732,0.2178349600709849,0.21739130434782608,0.22626441881100265,0.22759538598047915,18032,True
570,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Kurz03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,20471,True,,,2367,2367,18936,1429,9468,3276,2564,3628,0.34600760456273766,0.27080692860160543,0.38318546683565696,0.38360794254330377,0.3865652724968314,0.385297845373891,0.3772708069286016,18936,True
571,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/LeeSH03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,18085,True,,,2230,2230,17840,917,8920,5081,2791,1048,0.5696188340807175,0.31289237668161435,0.11748878923766816,0.12017937219730941,0.1179372197309417,0.11704035874439461,0.1147982062780269,17840,True
572,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/MATSUM02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,25692,True,,,2244,2244,17952,1772,8976,2060,2011,4905,0.22950089126559714,0.22404188948306594,0.546457219251337,0.553475935828877,0.5467914438502673,0.5401069518716578,0.5454545454545454,17952,True
573,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Richardson_2013_03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,21133,True,,,2306,2306,18448,1668,9224,4535,1944,2745,0.491652211621856,0.21075455333911536,0.2975932350390286,0.3070251517779705,0.29314830875975717,0.29011274934952297,0.30008673026886384,18448,True
574,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Sladek03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,24330,True,,,2271,2271,18168,2544,9084,2597,1645,4842,0.28588727432848965,0.1810876265962131,0.5330250990752973,0.5341259357111404,0.5332452664024658,0.5288419198590929,0.5358872743284897,18168,True
575,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Yi03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,20300,True,,,2235,2235,17880,1608,8940,4524,1920,2496,0.5060402684563758,0.21476510067114093,0.2791946308724832,0.28053691275167786,0.28187919463087246,0.27472035794183447,0.2796420581655481,17880,True
576,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/ZhangE03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,20725,True,,,2183,2183,17464,1762,8732,5106,587,3039,0.5847457627118644,0.06722400366468163,0.348030233623454,0.34860284012826387,0.34539624370132843,0.34585432890517637,0.3522675217590472,17464,True
577,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/ZhaoA03M.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,19403,True,,,2283,2283,18264,1323,9132,5073,2282,1777,0.5555190538764783,0.2498904949627683,0.1945904511607534,0.1962330267192291,0.19667104686815592,0.19448094612352168,0.19097678493210687,18264,True
578,Chopin,Etudes_op_10_4,piece_fc84d549771ebd24,Chopin/Etudes_op_10/4/Zuber02.mid,Chopin/Etudes_op_10/4/midi_score.mid,True,26860,True,,,2222,2222,17776,1768,8888,3322,1941,3625,0.37376237623762376,0.2183843384338434,0.4078532853285329,0.40594059405940597,0.41134113411341133,0.4095409540954095,0.40459045904590457,17776,True
579,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/Bach02.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,17951,True,,,1661,1661,13288,996,6644,1014,4044,1586,0.15261890427453342,0.6086694762191451,0.2387116195063215,0.2341962673088501,0.2354003612281758,0.2408187838651415,0.24443106562311862,13288,True
580,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/Feiner_2006_02.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,22189,True,,,1620,1620,12960,3049,6480,637,1049,4794,0.09830246913580247,0.1618827160493827,0.7398148148148148,0.7407407407407407,0.7395061728395061,0.7388888888888889,0.7401234567901235,12960,True
581,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/KimEunhae04.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,18568,True,,,1622,1622,12976,992,6488,2074,3063,1351,0.31966707768187425,0.4721023427866831,0.20823057953144267,0.19728729963008632,0.21146732429099876,0.2157829839704069,0.20838471023427868,12976,True
582,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/Koshoeva02.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,29216,True,,,1618,1618,12944,2900,6472,1263,572,4637,0.19514833127317677,0.08838071693448703,0.7164709517923362,0.7132262051915945,0.7181705809641533,0.7187886279357231,0.715698393077874,12944,True
583,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/LIAO03.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,19911,True,,,1618,1618,12944,1634,6472,1251,982,4239,0.19329419035846723,0.15173053152039556,0.6549752781211372,0.6551297898640297,0.65389369592089,0.6551297898640297,0.6557478368355995,12944,True
584,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/LiA03M.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,16017,True,,,1618,1618,12944,1279,6472,1823,2836,1813,0.28167490729295425,0.43819530284301605,0.28012978986402964,0.28182941903584674,0.2843016069221261,0.28059332509270707,0.2737948084054388,12944,True
585,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/LiC02M.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,14439,True,,,1607,1607,12856,1117,6428,1205,3670,1553,0.1874611076540137,0.5709396390790292,0.24159925326695705,0.24268823895457373,0.23771001866832608,0.23833229620410704,0.2476664592408214,12856,True
586,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/Rozanski03.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,30518,True,,,1620,1620,12960,2527,6480,321,2707,3452,0.04953703703703704,0.4177469135802469,0.532716049382716,0.5308641975308642,0.5320987654320988,0.5302469135802469,0.5376543209876543,12960,True
587,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/Tario02.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,18921,True,,,1671,1671,13368,1046,6684,1790,3618,1276,0.267803710353082,0.5412926391382405,0.19090365050867744,0.1879114302812687,0.18372232196289648,0.19748653500897667,0.19449431478156792,13368,True
588,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/USHIKI03.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,14694,True,,,1552,1552,12416,1011,6208,1682,1198,3328,0.2709407216494845,0.19297680412371135,0.5360824742268041,0.5399484536082474,0.5354381443298969,0.5322164948453608,0.5367268041237113,12416,True
589,Chopin,Etudes_op_10_5,piece_7f0cb4c5a04add5b,Chopin/Etudes_op_10/5/ZhangW03M.mid,Chopin/Etudes_op_10/5/midi_score.mid,True,16701,True,,,1650,1650,13200,1630,6600,1712,2220,2668,0.2593939393939394,0.33636363636363636,0.40424242424242424,0.40484848484848485,0.403030303030303,0.40484848484848485,0.40424242424242424,13200,True
590,Chopin,Etudes_op_10_7,piece_cd99f699968911f9,Chopin/Etudes_op_10/7/ChenL02.mid,Chopin/Etudes_op_10/7/midi_score.mid,True,22713,True,,,1717,1717,13736,2015,6868,1954,1179,3735,0.284507862550961,0.17166569598136283,0.5438264414676762,0.539895165987187,0.5451368666278392,0.5451368666278392,0.5451368666278392,13736,True
591,Chopin,Etudes_op_10_7,piece_cd99f699968911f9,Chopin/Etudes_op_10/7/Namirovsky02.mid,Chopin/Etudes_op_10/7/midi_score.mid,True,22477,True,,,1765,1765,14120,2462,7060,1141,635,5284,0.16161473087818698,0.08994334277620397,0.748441926345609,0.743342776203966,0.743342776203966,0.7529745042492918,0.7541076487252124,14120,True
592,Chopin,Etudes_op_10_7,piece_cd99f699968911f9,Chopin/Etudes_op_10/7/SINKEV03.mid,Chopin/Etudes_op_10/7/midi_score.mid,True,19347,True,,,1790,1790,14320,906,7160,3364,478,3318,0.46983240223463685,0.06675977653631285,0.4634078212290503,0.46145251396648046,0.46033519553072627,0.46368715083798884,0.4681564245810056,14320,True
593,Chopin,Etudes_op_10_8,piece_aba0b193a74b4588,Chopin/Etudes_op_10/8/BENABD02.mid,Chopin/Etudes_op_10/8/midi_score.mid,True,24725,True,,,2345,2345,18760,1957,9380,2525,2688,4167,0.26918976545842216,0.2865671641791045,0.44424307036247335,0.44690831556503197,0.44136460554371004,0.44136460554371004,0.4473347547974414,18760,True
